flame,point,x_over_d,kind,r_over_d,F,F_rms,T,T_rms,Y_O2,Y_N2,Y_H2O,Y_CH4,Y_CO,Y_CO2,Y_OH,Y_H2,Y_NO,Y_CO_LIF
D,075,0.75,Yave,2.22,0.0,0.0016,295.0,11.0,0.229,0.764,0.0063,0.0,0.0,0.0,1.41e-08,4.73e-06,1.06e-07,2.77e-05
D,075,0.75,Yfav,-2.78,0.0,0.0009,291.0,3.0,0.23,0.764,0.00602,0.0,0.0,0.0,5.1e-08,3.36e-06,1.59e-07,2.75e-05
D,075,0.75,Yfav,-2.78,0.0,0.0009,290.0,3.0,0.23,0.764,0.00593,0.0,0.0,0.0,2.56e-08,4.92e-06,8.92e-08,1.19e-05
D,075,0.75,Yfav,-0.28,0.9376,0.057,401.0,100.0,0.187,0.654,0.00723,0.143,0.00149,0.00598,2.5e-07,0.00017,1.33e-06,0.00253
D,075,0.75,Yfav,-0.14,0.9698,0.0417,329.0,43.0,0.193,0.651,0.00283,0.15,0.000332,0.00186,0.0,5.31e-05,5.12e-07,0.000894
D,075,0.75,Yfav,0.0,0.9866,0.037,306.0,20.0,0.194,0.65,0.00137,0.154,1.33e-05,0.000565,0.0,1.71e-05,2.37e-07,0.00041
D,075,0.75,Yfav,0.14,0.9869,0.0372,311.0,23.0,0.193,0.65,0.00155,0.154,0.000222,0.000963,1.62e-08,2.82e-05,2.47e-07,0.000475
D,075,0.75,Yfav,0.28,0.9735,0.0493,364.0,78.0,0.187,0.653,0.00498,0.15,0.00156,0.00441,6.37e-07,0.000118,7.11e-07,0.00152
D,075,0.75,Yfav,0.42,0.932,0.0673,470.0,148.0,0.174,0.659,0.0122,0.139,0.00433,0.0111,4.94e-06,0.000328,2.26e-06,0.00429
D,075,0.75,Yfav,0.56,0.8656,0.0851,673.0,232.0,0.151,0.667,0.0267,0.121,0.0113,0.0236,5.91e-06,0.00073,5.52e-06,0.01
D,075,0.75,Yfav,0.69,0.7508,0.1205,1016.0,350.0,0.109,0.682,0.0523,0.0892,0.0218,0.0455,8.33e-05,0.0013,1.28e-05,0.0208
D,075,0.75,Yfav,0.83,0.5893,0.1464,1435.0,369.0,0.0632,0.698,0.0822,0.0485,0.0308,0.0732,0.00058,0.0016,2.52e-05,0.0323
D,075,0.75,Yfav,0.97,0.3811,0.1251,1734.0,214.0,0.0495,0.717,0.0982,0.0117,0.0231,0.0939,0.00187,0.000975,3.34e-05,0.0265
D,075,0.75,Yfav,1.11,0.2331,0.0796,1589.0,243.0,0.091,0.735,0.0808,0.00147,0.00658,0.0816,0.00164,0.000248,2.25e-05,0.00863
D,075,0.75,Yfav,1.25,0.136,0.0572,1197.0,288.0,0.145,0.746,0.0528,0.000157,0.00115,0.0544,0.000476,5.12e-05,1.1e-05,0.00164
D,075,0.75,Yfav,1.39,0.0826,0.0416,877.0,265.0,0.178,0.753,0.0347,5.44e-05,0.000234,0.0343,8.58e-05,2.04e-05,4.89e-06,0.000369
D,075,0.75,Yfav,1.53,0.0453,0.0345,625.0,238.0,0.201,0.757,0.0223,0.0,0.0,0.0189,1.04e-05,1.39e-05,2.27e-06,0.000101
D,075,0.75,Yfav,1.67,0.0254,0.0285,479.0,202.0,0.214,0.761,0.0153,1.92e-05,0.0,0.0102,1.99e-06,1.55e-05,1.23e-06,7.35e-05
D,075,0.75,Yfav,1.94,0.0077,0.0145,354.0,107.0,0.225,0.763,0.00914,0.0,0.0,0.00291,1.42e-07,7.72e-06,3.45e-07,5e-05
D,075,0.75,Yfav,2.22,0.0,0.0015,295.0,10.0,0.229,0.764,0.00628,0.0,0.0,0.0,1.39e-08,4.7e-06,1.05e-07,2.78e-05
D,15,15.0,Yave,-0.56,0.7658,0.1093,907.0,309.0,0.129,0.674,0.0441,0.0955,0.0197,0.0378,4.85e-05,0.00125,9.95e-06,0.0185
D,15,15.0,Yave,-0.28,0.8545,0.0769,620.0,205.0,0.161,0.665,0.0232,0.121,0.0095,0.02,8.06e-06,0.000658,4.26e-06,0.00924
D,15,15.0,Yave,0.0,0.9082,0.0629,498.0,147.0,0.174,0.66,0.0138,0.135,0.00504,0.0118,1.26e-06,0.000381,2.26e-06,0.00516
D,15,15.0,Yave,0.28,0.8852,0.0707,592.0,195.0,0.163,0.664,0.02,0.128,0.00845,0.0172,6.67e-06,0.000577,3.43e-06,0.00784
D,15,15.0,Yave,0.28,0.8829,0.0785,598.0,211.0,0.163,0.664,0.0204,0.127,0.00849,0.0174,6.78e-06,0.000572,3.55e-06,0.00754
D,15,15.0,Yave,0.56,0.7804,0.1184,919.0,339.0,0.126,0.677,0.0439,0.0985,0.0193,0.0364,7.6e-05,0.00119,9.75e-06,0.0176
D,15,15.0,Yave,0.83,0.621,0.1658,1346.0,391.0,0.0788,0.694,0.075,0.0576,0.0294,0.063,0.000466,0.00168,2.13e-05,0.0293
D,15,15.0,Yave,1.11,0.4138,0.1615,1633.0,316.0,0.0577,0.716,0.0921,0.0186,0.028,0.084,0.00128,0.00135,3.27e-05,0.0289
D,15,15.0,Yave,1.39,0.2547,0.131,1516.0,390.0,0.0876,0.734,0.0784,0.00349,0.014,0.0797,0.00141,0.000549,3.04e-05,0.0144
D,15,15.0,Yave,1.67,0.1497,0.1005,1174.0,475.0,0.136,0.747,0.0541,0.00037,0.00414,0.0572,0.000783,0.000138,2.01e-05,0.00477
D,15,15.0,Yave,1.94,0.0873,0.0717,864.0,419.0,0.172,0.755,0.0351,7.31e-06,0.000934,0.0366,0.000246,3.44e-05,1.16e-05,0.00113
D,15,15.0,Yave,2.22,0.0471,0.0475,619.0,309.0,0.198,0.76,0.0219,0.0,0.0002,0.0202,3.87e-05,2.12e-05,5.53e-06,0.000437
D,15,15.0,Yave,2.5,0.026,0.0347,478.0,234.0,0.212,0.762,0.015,0.0,0.0,0.0114,1.12e-05,1.04e-05,2.89e-06,0.000191
D,15,15.0,Yave,2.78,0.0081,0.0165,353.0,114.0,0.223,0.764,0.00887,0.0,0.0,0.00357,6.19e-07,9.96e-06,8.32e-07,5.23e-05
D,15,15.0,Yave,3.06,0.0007,0.0046,301.0,31.0,0.228,0.765,0.00643,0.0,0.0,0.000327,1.25e-08,6.06e-06,1.6e-07,4.04e-05
D,15,15.0,Yfav,-0.56,0.7973,0.1014,808.0,282.0,0.141,0.67,0.0366,0.105,0.0162,0.0314,3.1e-05,0.00108,7.91e-06,0.0152
D,15,15.0,Yfav,-0.28,0.8739,0.0702,563.0,175.0,0.168,0.663,0.0191,0.126,0.00743,0.0162,6.13e-06,0.000549,3.38e-06,0.00749
D,15,15.0,Yfav,0.0,0.9199,0.0552,466.0,120.0,0.178,0.659,0.0115,0.138,0.00394,0.00981,7.31e-07,0.00032,1.85e-06,0.00434
D,15,15.0,Yfav,0.28,0.9011,0.0624,541.0,165.0,0.169,0.662,0.0164,0.132,0.00665,0.0141,4.85e-06,0.000477,2.7e-06,0.00637
D,15,15.0,Yfav,0.28,0.9018,0.069,542.0,174.0,0.169,0.662,0.0164,0.132,0.00659,0.0141,4.72e-06,0.00047,2.71e-06,0.00598
D,15,15.0,Yfav,0.56,0.8155,0.104,810.0,295.0,0.139,0.672,0.0357,0.108,0.0158,0.0297,4.26e-05,0.00101,7.42e-06,0.0141
D,15,15.0,Yfav,0.83,0.6638,0.1629,1225.0,385.0,0.0927,0.69,0.066,0.0689,0.0265,0.0549,0.000323,0.00158,1.77e-05,0.0259
D,15,15.0,Yfav,1.11,0.417,0.1784,1560.0,335.0,0.0674,0.716,0.0868,0.0219,0.0261,0.0786,0.00112,0.00129,2.98e-05,0.027
D,15,15.0,Yfav,1.39,0.2209,0.1347,1382.0,422.0,0.107,0.738,0.069,0.00328,0.0109,0.0698,0.00112,0.000437,2.56e-05,0.0113
D,15,15.0,Yfav,1.67,0.1073,0.0886,954.0,450.0,0.162,0.751,0.041,0.000274,0.00236,0.0415,0.000443,8.71e-05,1.37e-05,0.00282
D,15,15.0,Yfav,1.94,0.056,0.0578,671.0,355.0,0.192,0.758,0.0249,0.0,0.000451,0.0234,0.000107,2.65e-05,7.1e-06,0.000653
D,15,15.0,Yfav,2.22,0.029,0.0364,497.0,243.0,0.21,0.761,0.0159,0.0,5.24e-05,0.0123,1.45e-05,1.66e-05,3.29e-06,0.000279
D,15,15.0,Yfav,2.5,0.0151,0.025,404.0,172.0,0.219,0.763,0.0114,0.0,0.0,0.00662,3.73e-06,9.4e-06,1.65e-06,0.00013
D,15,15.0,Yfav,2.78,0.0047,0.0124,329.0,86.0,0.226,0.764,0.00776,0.0,0.0,0.00208,2.84e-07,8.24e-06,5.44e-07,3.44e-05
D,15,15.0,Yfav,3.06,0.0003,0.004,299.0,26.0,0.228,0.765,0.00631,0.0,0.0,0.000182,1.29e-08,5.83e-06,1.37e-07,3.86e-05
D,30,30.0,Yave,-0.83,0.5451,0.1464,1588.0,318.0,0.0472,0.702,0.0967,0.0339,0.0389,0.0793,0.000493,0.00247,3.3e-05,0.0382
D,30,30.0,Yave,-0.42,0.6287,0.1322,1415.0,351.0,0.0662,0.693,0.0838,0.0532,0.037,0.0657,0.000272,0.00238,2.6e-05,0.0355
D,30,30.0,Yave,0.0,0.6569,0.1156,1339.0,330.0,0.0739,0.69,0.0785,0.0602,0.0353,0.0607,0.000148,0.00234,2.22e-05,0.0339
D,30,30.0,Yave,0.42,0.6328,0.1263,1406.0,340.0,0.0665,0.693,0.0833,0.0539,0.0365,0.0653,0.000224,0.00242,2.42e-05,0.0358
D,30,30.0,Yave,0.83,0.552,0.1462,1586.0,330.0,0.0491,0.701,0.0956,0.0357,0.0392,0.0768,0.00057,0.00243,3.25e-05,0.0385
D,30,30.0,Yave,1.25,0.4514,0.1557,1714.0,285.0,0.0421,0.712,0.101,0.0186,0.0345,0.0885,0.00106,0.00197,3.97e-05,0.0347
D,30,30.0,Yave,1.67,0.3297,0.1455,1716.0,323.0,0.0563,0.726,0.0951,0.00575,0.023,0.0917,0.00143,0.00109,4.53e-05,0.0226
D,30,30.0,Yave,2.08,0.2408,0.111,1591.0,405.0,0.0811,0.737,0.082,0.000465,0.0107,0.0868,0.00138,0.000423,4.36e-05,0.011
D,30,30.0,Yave,2.5,0.1796,0.0966,1363.0,444.0,0.114,0.744,0.0646,0.000166,0.00404,0.0718,0.000892,0.000136,3.38e-05,0.0042
D,30,30.0,Yave,2.92,0.1278,0.0895,1097.0,460.0,0.146,0.75,0.048,9.06e-06,0.00152,0.0535,0.000472,5.76e-05,2.38e-05,0.00203
D,30,30.0,Yave,3.33,0.0907,0.0716,889.0,412.0,0.17,0.754,0.0358,0.000112,0.000204,0.039,0.000202,3.01e-05,1.6e-05,0.000567
D,30,30.0,Yave,3.75,0.0645,0.0535,737.0,336.0,0.186,0.758,0.0274,9.89e-06,0.000117,0.0284,6.65e-05,1.77e-05,1.11e-05,0.000194
D,30,30.0,Yave,4.17,0.0446,0.0444,604.0,285.0,0.199,0.76,0.0207,9.06e-06,0.000121,0.0198,2.21e-05,1.6e-05,7.27e-06,0.000128
D,30,30.0,Yave,5.0,0.0151,0.0244,406.0,170.0,0.218,0.764,0.011,0.0,0.0,0.00694,2.03e-06,8.81e-06,2.4e-06,4.41e-05
D,30,30.0,Yave,5.83,0.0004,0.0051,302.0,34.0,0.228,0.766,0.00616,0.0,0.0,0.000406,0.0,5.22e-06,3.28e-07,7.68e-06
D,30,30.0,Yfav,-0.83,0.5651,0.1526,1519.0,325.0,0.0556,0.699,0.0914,0.0397,0.0372,0.0746,0.000411,0.0024,3.01e-05,0.0363
D,30,30.0,Yfav,-0.42,0.6572,0.1245,1328.0,341.0,0.0765,0.69,0.0772,0.0611,0.0347,0.0602,0.000198,0.00228,2.27e-05,0.0328
D,30,30.0,Yfav,0.0,0.6817,0.1076,1262.0,313.0,0.0835,0.688,0.0723,0.0674,0.033,0.0557,0.000102,0.00223,1.95e-05,0.0311
D,30,30.0,Yfav,0.42,0.6589,0.1211,1325.0,328.0,0.0763,0.69,0.077,0.0613,0.0345,0.0601,0.000162,0.00231,2.13e-05,0.0331
D,30,30.0,Yfav,0.83,0.5763,0.1514,1512.0,339.0,0.0576,0.699,0.0901,0.0423,0.0374,0.0719,0.000468,0.00237,2.93e-05,0.0365
D,30,30.0,Yfav,1.25,0.4577,0.1692,1661.0,299.0,0.0489,0.711,0.0975,0.0217,0.0329,0.0848,0.000949,0.00193,3.71e-05,0.0332
D,30,30.0,Yfav,1.67,0.3071,0.1574,1630.0,363.0,0.0695,0.728,0.0885,0.00594,0.0199,0.0857,0.00126,0.000963,4.14e-05,0.0197
D,30,30.0,Yfav,2.08,0.2067,0.1121,1450.0,438.0,0.101,0.741,0.0721,0.000355,0.00785,0.0765,0.00108,0.000309,3.73e-05,0.00813
D,30,30.0,Yfav,2.5,0.1439,0.0914,1184.0,451.0,0.137,0.748,0.0534,0.000112,0.00253,0.0587,0.000592,8.75e-05,2.65e-05,0.00263
D,30,30.0,Yfav,2.92,0.0933,0.0747,907.0,408.0,0.168,0.754,0.037,0.0,0.000701,0.0396,0.000246,3.76e-05,1.66e-05,0.00106
D,30,30.0,Yfav,3.33,0.0614,0.0577,710.0,351.0,0.189,0.758,0.0263,6.75e-05,7.44e-06,0.0266,8.73e-05,2.28e-05,1.03e-05,0.00032
D,30,30.0,Yfav,3.75,0.044,0.043,603.0,280.0,0.199,0.761,0.0207,2.73e-06,0.0,0.0194,2.76e-05,1.67e-05,7.21e-06,0.000131
D,30,30.0,Yfav,4.17,0.0287,0.0342,498.0,227.0,0.209,0.762,0.0156,5.08e-06,0.0,0.0127,8.6e-06,1.39e-05,4.47e-06,9.33e-05
D,30,30.0,Yfav,5.0,0.0089,0.0179,362.0,125.0,0.222,0.765,0.00898,0.0,0.0,0.00414,8.28e-07,7.69e-06,1.5e-06,3.24e-05
D,30,30.0,Yfav,5.83,0.0,0.0043,299.0,29.0,0.228,0.766,0.00602,0.0,0.0,0.000223,0.0,4.99e-06,2.82e-07,6.52e-06
D,45,45.0,Yave,-1.11,0.3321,0.097,1888.0,216.0,0.0325,0.729,0.107,0.0008,0.0256,0.104,0.00153,0.00113,5.9e-05,0.0241
D,45,45.0,Yave,-0.56,0.3715,0.0901,1936.0,163.0,0.021,0.723,0.113,0.0021,0.0338,0.106,0.0015,0.0016,6.15e-05,0.0314
D,45,45.0,Yave,0.0,0.3868,0.0977,1938.0,158.0,0.0183,0.722,0.115,0.00289,0.0358,0.104,0.00132,0.00184,6.01e-05,0.035
D,45,45.0,Yave,0.56,0.3732,0.0957,1933.0,177.0,0.0209,0.724,0.113,0.00223,0.0337,0.104,0.00139,0.00166,6.03e-05,0.0325
D,45,45.0,Yave,1.11,0.339,0.0991,1891.0,230.0,0.0325,0.727,0.106,0.00134,0.0253,0.105,0.00148,0.00115,6.16e-05,0.025
D,45,45.0,Yave,1.67,0.297,0.1014,1804.0,302.0,0.0487,0.731,0.0982,0.000262,0.018,0.101,0.00146,0.000743,5.84e-05,0.018
D,45,45.0,Yave,2.22,0.2487,0.1053,1644.0,385.0,0.0745,0.736,0.085,0.000244,0.0105,0.0919,0.00121,0.000414,5.13e-05,0.0106
D,45,45.0,Yave,2.78,0.1977,0.0939,1457.0,408.0,0.102,0.743,0.0706,0.000197,0.00441,0.0795,0.00082,0.00016,4.19e-05,0.00416
D,45,45.0,Yave,3.33,0.1489,0.0831,1223.0,419.0,0.131,0.749,0.0551,0.000143,0.00129,0.0628,0.000455,6.23e-05,3.13e-05,0.0015
D,45,45.0,Yave,3.89,0.1161,0.0771,1040.0,425.0,0.153,0.752,0.0445,7.57e-05,0.000328,0.0501,0.000266,2.6e-05,2.35e-05,0.000649
D,45,45.0,Yave,4.44,0.0886,0.0665,886.0,385.0,0.17,0.755,0.0354,0.0,0.000316,0.039,0.000138,1.34e-05,1.74e-05,0.000336
D,45,45.0,Yave,5.56,0.0496,0.0477,637.0,298.0,0.195,0.76,0.0222,1.17e-05,2.5e-05,0.0223,3.01e-05,1.31e-05,8.64e-06,0.00011
D,45,45.0,Yave,6.67,0.0222,0.0295,455.0,202.0,0.213,0.764,0.0133,0.0,0.0,0.0102,2.77e-06,1.43e-05,3.55e-06,3.27e-05
D,45,45.0,Yave,7.78,0.0051,0.0123,335.0,87.0,0.224,0.766,0.00762,0.0,0.0,0.0026,2.01e-07,6.86e-06,8.62e-07,1.45e-05
D,45,45.0,Yfav,-1.11,0.3187,0.1019,1852.0,243.0,0.0389,0.731,0.104,0.000735,0.0231,0.102,0.00147,0.00102,5.71e-05,0.0218
D,45,45.0,Yfav,-0.56,0.3647,0.095,1919.0,178.0,0.0243,0.724,0.112,0.0021,0.0323,0.105,0.00148,0.00153,6.05e-05,0.03
D,45,45.0,Yfav,0.0,0.3806,0.1026,1922.0,171.0,0.0212,0.722,0.114,0.00292,0.0344,0.103,0.00131,0.00177,5.92e-05,0.0337
D,45,45.0,Yfav,0.56,0.3647,0.1015,1911.0,197.0,0.0249,0.725,0.111,0.0022,0.032,0.103,0.00136,0.00158,5.9e-05,0.0309
D,45,45.0,Yfav,1.11,0.3248,0.1048,1851.0,256.0,0.0394,0.728,0.103,0.00126,0.0229,0.103,0.00142,0.00105,5.94e-05,0.0227
D,45,45.0,Yfav,1.67,0.2755,0.1071,1730.0,342.0,0.0603,0.734,0.0924,0.000209,0.0152,0.0962,0.00131,0.000624,5.45e-05,0.0152
D,45,45.0,Yfav,2.22,0.2181,0.1067,1521.0,417.0,0.0921,0.74,0.0761,0.000172,0.00775,0.0828,0.000977,0.000307,4.5e-05,0.0079
D,45,45.0,Yfav,2.78,0.1683,0.0898,1319.0,415.0,0.12,0.746,0.0615,0.000137,0.00294,0.069,0.000588,0.000105,3.51e-05,0.00272
D,45,45.0,Yfav,3.33,0.1189,0.0759,1061.0,405.0,0.151,0.752,0.0454,8.7e-05,0.000648,0.0507,0.000277,4.11e-05,2.41e-05,0.00086
D,45,45.0,Yfav,3.89,0.0861,0.066,866.0,383.0,0.172,0.755,0.0346,3.85e-05,7.41e-05,0.0375,0.000133,2.12e-05,1.65e-05,0.000366
D,45,45.0,Yfav,4.44,0.064,0.0539,735.0,328.0,0.186,0.758,0.0274,0.0,8.75e-05,0.0283,6.38e-05,1.38e-05,1.18e-05,0.000177
D,45,45.0,Yfav,5.56,0.0331,0.0362,528.0,237.0,0.206,0.762,0.0169,3.22e-06,0.0,0.0149,1.08e-05,1.27e-05,5.53e-06,7.34e-05
D,45,45.0,Yfav,6.67,0.0136,0.022,395.0,153.0,0.219,0.765,0.0105,0.0,0.0,0.00632,1.14e-06,1.16e-05,2.13e-06,2.5e-05
D,45,45.0,Yfav,7.78,0.003,0.0097,321.0,68.0,0.225,0.766,0.00697,0.0,0.0,0.00166,8.99e-08,6.28e-06,5.94e-07,1.21e-05
D,60,60.0,Yave,-1.39,0.1956,0.062,1500.0,298.0,0.0982,0.744,0.0721,0.0,0.000443,0.0844,0.000535,2.11e-05,4.35e-05,0.000801
D,60,60.0,Yave,-0.69,0.2138,0.0618,1578.0,287.0,0.0881,0.742,0.0771,0.000378,0.000801,0.0908,0.000669,2.46e-05,4.8e-05,0.000984
D,60,60.0,Yave,0.0,0.2197,0.063,1605.0,288.0,0.0834,0.742,0.0794,0.000213,0.000995,0.0933,0.000733,3.8e-05,4.93e-05,0.00131
D,60,60.0,Yave,0.69,0.2143,0.065,1573.0,301.0,0.0882,0.741,0.0773,0.000279,0.000846,0.0913,0.000681,2.89e-05,4.77e-05,0.00118
D,60,60.0,Yave,1.39,0.1966,0.0657,1499.0,325.0,0.0981,0.744,0.0718,6.47e-05,0.000258,0.0847,0.000554,1.4e-05,4.48e-05,0.000889
D,60,60.0,Yave,2.08,0.1855,0.0668,1442.0,334.0,0.106,0.745,0.0683,7.14e-05,0.000611,0.08,0.000475,1.75e-05,4.14e-05,0.000641
D,60,60.0,Yave,2.78,0.1609,0.0662,1309.0,345.0,0.122,0.747,0.0598,0.000182,0.000147,0.0694,0.0003,1.71e-05,3.49e-05,0.000361
D,60,60.0,Yave,3.47,0.1326,0.0636,1157.0,353.0,0.14,0.75,0.0506,0.0,9.91e-05,0.0581,0.000182,1.79e-05,2.76e-05,0.000237
D,60,60.0,Yave,4.17,0.1123,0.0585,1035.0,337.0,0.154,0.753,0.0432,3.42e-05,0.0,0.0497,9.84e-05,1.39e-05,2.21e-05,0.000142
D,60,60.0,Yave,5.56,0.071,0.048,778.0,300.0,0.182,0.757,0.0296,3.04e-06,0.0,0.0316,2.44e-05,1.73e-05,1.28e-05,4.72e-05
D,60,60.0,Yave,6.94,0.0396,0.0346,576.0,232.0,0.202,0.761,0.0192,0.0,0.0,0.0179,4.86e-06,1.13e-05,6.53e-06,4.28e-05
D,60,60.0,Yave,8.33,0.0222,0.0264,452.0,181.0,0.213,0.764,0.0133,1.73e-06,0.0,0.01,1.57e-06,1.26e-05,3.47e-06,1.03e-05
D,60,60.0,Yave,9.72,0.008,0.0161,357.0,114.0,0.222,0.765,0.00883,0.0,0.0,0.00384,2.82e-07,6.98e-06,1.3e-06,3.27e-05
D,60,60.0,Yfav,-1.39,0.182,0.0613,1432.0,301.0,0.107,0.746,0.0676,0.0,0.0003,0.0787,0.00043,1.7e-05,3.99e-05,0.000615
D,60,60.0,Yfav,-0.69,0.2011,0.0623,1517.0,297.0,0.0962,0.743,0.0731,0.000329,0.000617,0.0857,0.000559,1.96e-05,4.45e-05,0.00077
D,60,60.0,Yfav,0.0,0.2067,0.0638,1543.0,300.0,0.0918,0.743,0.0752,0.000178,0.00074,0.0881,0.000617,3.18e-05,4.59e-05,0.00102
D,60,60.0,Yfav,0.69,0.1998,0.066,1503.0,315.0,0.0975,0.743,0.0727,0.000234,0.000571,0.0853,0.000563,2.44e-05,4.4e-05,0.000906
D,60,60.0,Yfav,1.39,0.18,0.0665,1414.0,338.0,0.109,0.746,0.0664,4.75e-05,0.000116,0.0778,0.000438,1.24e-05,4.03e-05,0.000667
D,60,60.0,Yfav,2.08,0.1681,0.0663,1352.0,341.0,0.117,0.747,0.0626,4.65e-05,0.00047,0.0727,0.000363,1.51e-05,3.68e-05,0.00047
D,60,60.0,Yfav,2.78,0.1418,0.0641,1205.0,345.0,0.135,0.75,0.0535,0.000146,0.000103,0.0613,0.000209,1.64e-05,2.99e-05,0.000246
D,60,60.0,Yfav,3.47,0.1118,0.06,1036.0,345.0,0.154,0.753,0.0436,0.0,0.000102,0.0491,0.000116,1.8e-05,2.24e-05,0.000162
D,60,60.0,Yfav,4.17,0.0931,0.0538,920.0,321.0,0.167,0.755,0.0368,1.58e-05,0.0,0.0413,5.98e-05,1.46e-05,1.76e-05,0.000116
D,60,60.0,Yfav,5.56,0.0541,0.0415,668.0,268.0,0.193,0.759,0.024,4.99e-06,0.0,0.0241,1.21e-05,1.71e-05,9.29e-06,4.16e-05
D,60,60.0,Yfav,6.94,0.028,0.0288,497.0,197.0,0.209,0.763,0.0155,0.0,0.0,0.0127,2.06e-06,1.08e-05,4.48e-06,3.59e-05
D,60,60.0,Yfav,8.33,0.0149,0.0205,401.0,142.0,0.217,0.765,0.011,0.0,0.0,0.00674,7.22e-07,1.08e-05,2.3e-06,7.76e-06
D,60,60.0,Yfav,9.72,0.0048,0.0124,334.0,87.0,0.224,0.766,0.00779,0.0,0.0,0.00237,1.59e-07,6.4e-06,8.54e-07,3e-05
D,75,75.0,Yave,-1.39,0.1339,0.0391,1152.0,215.0,0.141,0.749,0.051,1.51e-05,0.000281,0.0588,5.24e-05,5.84e-06,2.82e-05,0.000109
D,75,75.0,Yave,-0.69,0.1374,0.0389,1175.0,210.0,0.137,0.75,0.0523,0.0,0.000152,0.0608,5.48e-05,9.83e-06,2.97e-05,1.22e-05
D,75,75.0,Yave,0.0,0.1393,0.0405,1188.0,217.0,0.136,0.749,0.0529,0.0,0.000311,0.0616,6.32e-05,8.47e-06,3.03e-05,8.94e-05
D,75,75.0,Yave,0.69,0.1354,0.0412,1164.0,221.0,0.14,0.749,0.0513,0.0,0.000397,0.0599,5.69e-05,1.25e-05,2.92e-05,0.000124
D,75,75.0,Yave,1.39,0.133,0.0394,1152.0,214.0,0.141,0.75,0.0506,0.0,0.000135,0.0587,5.07e-05,1.02e-05,2.86e-05,5.1e-05
D,75,75.0,Yave,2.78,0.1134,0.0411,1036.0,234.0,0.154,0.752,0.0438,2.2e-05,0.000255,0.0503,2.96e-05,1.28e-05,2.39e-05,5.23e-06
D,75,75.0,Yave,4.17,0.0947,0.0418,927.0,249.0,0.166,0.754,0.0377,0.0,0.000114,0.0423,1.99e-05,1.69e-05,1.92e-05,5.22e-05
D,75,75.0,Yave,5.56,0.0683,0.0368,759.0,233.0,0.183,0.758,0.0284,2.75e-05,0.000106,0.0307,6.63e-06,1.37e-05,1.3e-05,3.86e-05
D,75,75.0,Yave,6.94,0.0493,0.0319,634.0,208.0,0.196,0.76,0.022,1.6e-06,6.66e-05,0.0225,3.55e-06,1.86e-05,8.99e-06,2.11e-05
D,75,75.0,Yave,8.33,0.0309,0.0263,513.0,176.0,0.207,0.762,0.0161,0.0,0.0,0.0142,1.63e-06,1.47e-05,5.47e-06,3.45e-05
D,75,75.0,Yave,9.72,0.0188,0.0221,428.0,149.0,0.215,0.764,0.0121,1.34e-05,0.0,0.00868,4.71e-07,1.14e-05,3.33e-06,1.31e-05
D,75,75.0,Yave,11.11,0.0098,0.0155,367.0,105.0,0.221,0.765,0.00908,0.0,0.0,0.00476,2.92e-07,9.02e-06,1.76e-06,2.21e-05
D,75,75.0,Yfav,-1.39,0.126,0.0388,1107.0,217.0,0.146,0.75,0.0483,6.72e-06,0.000289,0.0554,4.23e-05,7.2e-06,2.62e-05,0.000107
D,75,75.0,Yfav,-0.69,0.1298,0.039,1133.0,214.0,0.142,0.751,0.0496,0.0,0.000196,0.0575,4.58e-05,1.1e-05,2.77e-05,1.22e-05
D,75,75.0,Yfav,0.0,0.1315,0.0398,1146.0,216.0,0.142,0.75,0.0503,0.0,0.000317,0.0582,5.08e-05,8.93e-06,2.82e-05,8.62e-05
D,75,75.0,Yfav,0.69,0.1271,0.0407,1118.0,223.0,0.145,0.75,0.0485,0.0,0.000424,0.0563,4.55e-05,1.25e-05,2.71e-05,0.000118
D,75,75.0,Yfav,1.39,0.1252,0.0391,1108.0,217.0,0.146,0.751,0.0479,0.0,0.000168,0.0554,4.08e-05,1.07e-05,2.66e-05,4.89e-05
D,75,75.0,Yfav,2.78,0.1033,0.0406,977.0,237.0,0.161,0.753,0.0404,1.97e-05,0.000307,0.0459,2.24e-05,1.38e-05,2.13e-05,1.09e-05
D,75,75.0,Yfav,4.17,0.083,0.0401,855.0,245.0,0.174,0.756,0.0337,0.0,7.23e-05,0.0372,1.43e-05,1.79e-05,1.64e-05,5.25e-05
D,75,75.0,Yfav,5.56,0.0571,0.0343,686.0,221.0,0.19,0.759,0.0247,1.84e-05,7.59e-06,0.0257,4.29e-06,1.48e-05,1.06e-05,3.67e-05
D,75,75.0,Yfav,6.94,0.0397,0.0286,570.0,189.0,0.202,0.761,0.0188,3.33e-06,0.0,0.0182,2.2e-06,1.74e-05,7.06e-06,2.06e-05
D,75,75.0,Yfav,8.33,0.0232,0.0229,460.0,154.0,0.212,0.763,0.0136,0.0,0.0,0.0107,1.01e-06,1.28e-05,4.12e-06,3.12e-05
D,75,75.0,Yfav,9.72,0.0131,0.0181,389.0,123.0,0.219,0.765,0.0102,1.15e-05,0.0,0.0061,2.87e-07,1.01e-05,2.37e-06,1.1e-05
D,75,75.0,Yfav,11.11,0.0066,0.0128,345.0,86.0,0.223,0.765,0.00804,0.0,0.0,0.00333,1.65e-07,8.09e-06,1.27e-06,2.09e-05
