profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co,T_std
radial,0.75,4.322263412177563,0.005400000140070915,0.03112029656767845,290.9999351501465,1.396598825206834e-12,0.23573996499180794,6.784533104386229e-11,0.0062559982179664075,1.7942131711310769e-12,9.822382499377238e-05
radial,0.75,4.360807749132316,0.005400000140070915,0.03139781579375267,290.9999351501465,1.2734689342955367e-12,0.23573996871709824,7.624321082635597e-11,0.00625599839258939,1.279628253392033e-12,9.822382499377238e-05
radial,0.75,4.399724097715484,0.005400000140070915,0.03167801350355148,290.9999351501465,1.169621775923967e-12,0.23573997244238853,8.173010777708711e-11,0.00625599839258939,7.686168160468295e-13,9.822382499377238e-05
radial,0.75,4.439016597138511,0.005400000140070915,0.03196091949939728,290.9999313354492,1.0818156822499665e-12,0.23573997616767883,8.494742022175046e-11,0.006255998450797051,4.844548934430855e-13,9.859350573211735e-05
radial,0.75,4.478688869211409,0.005400000140070915,0.032246559858322144,290.9999351501465,1.0069188114826079e-12,0.23573998175561428,8.760560706312538e-11,0.006255998509004712,4.4503879350141183e-13,9.336271858612378e-05
radial,0.75,4.51874401834276,0.005400000140070915,0.03253495693206787,290.9999313354492,9.423639319326967e-13,0.23573998548090458,9.099555588861112e-11,0.006255998567212373,4.213328719125789e-13,0.00010092740291841852
radial,0.75,4.559186183744007,0.005400000140070915,0.03282614052295685,290.9999313354492,8.863636750024734e-13,0.23573998548090458,9.344697577676498e-11,0.006255998509004712,3.936656896483171e-13,0.00010092740291841852
radial,0.75,4.600018987225162,0.005400000140070915,0.033120136708021164,290.9999313354492,8.37611075929614e-13,0.23573998920619488,9.355379484179178e-11,0.006255998567212373,3.684599781380662e-13,0.00010544033020847514
radial,0.75,4.641246050596237,0.005400000140070915,0.03341697156429291,290.9999313354492,7.946509697805406e-13,0.23573999106884003,9.150813194073443e-11,0.006255998625420034,3.4696799199212764e-13,0.00010544033020847514
radial,0.75,4.682871513068676,0.005400000140070915,0.03371667489409447,290.9999351501465,7.562988511441136e-13,0.23573999479413033,8.75981555800105e-11,0.006255998625420034,3.267824623357018e-13,0.00010285544405145846
radial,0.75,4.724898996452491,0.005400000140070915,0.03401927277445793,290.9999313354492,7.211216026727754e-13,0.23573999479413033,8.196345765612511e-11,0.006255998625420034,3.072311613014419e-13,0.00011186888350383896
radial,0.75,4.767332639959124,0.005400000140070915,0.03432479500770569,290.9999313354492,6.879500344449305e-13,0.23573999851942062,7.466052342785183e-11,0.006255998509004712,2.8824887017840083e-13,0.00011186888350383896
